Uniq Id,Destination,Itinerary,Places Covered,Hotel_details,cost_per_person,Places_to_visit,weather
defdf9f3ce4374092a062c5c293fff50,Guwahati|Shillong,1N Guwahati . 2N Shillong,Guwahati|Shillong,Kiranshree Grand:4.5|Hotel Polo Towers:3.8,18064.0," Shrimanta Shankardeva Kalakshetra | Umiam Lake | Seven Sister Falls | Shillong Peak | Elephant Falls | Ka Khoh Ramhah | Eco Park | Mawsmai Cave, Cherrapunji | Nohkalikai Waterfalls, Cherrapunji ",moderate
dcff192a7d22a9495ff158ae52e6dfbe,Jaipur,2N Jaipur,Jaipur,RAMADA JAIPUR:4.1,5737.0, Walking and Food Tasting Tour - MMT ,hot
5687362cc6cee4071df1907d6a2d22ab,Srinagar,4N Srinagar,Srinagar,California Group of Houseboats:3.6,11891.0, Dal Lake | Mughal Gardens | Cheshma Shahi | Nishat Bagh | Shalimar Garden | Shankaracharya Temple | Dal Lake | Gondola Point | Avantipur Ruins | Full day excursion from Srinagar to Doodhpatri - MMT ,moderate
f5547e6d9a87a9e776ebb5ded88c7bae,Manali|Shimla,3N Manali . 2N Shimla,Manali|Shimla,Hotel Vintage:4|Hotel Baljees Regency:4.2,10163.0, Mall road | Pandoh Dam | Himachal - Convenience Value Pack - SUV - MMT | Hadimba Temple | Tibetan Monastery | Vashishth Kund | Personal Photoshoot in Manali | Solang Valley | Pandoh Dam ,cool
aab0c943fcca5fa89fdc85e3fe6c9064,Gangtok|Darjeeling,2N Gangtok . 1N Darjeeling,Gangtok|Darjeeling,Summit Denzong Hotel & Spa:4.1|Ramada by Wyndham Darjeeling Gandhi Road:4.4,20478.0, Changu Lake - Excursion | Baba Mandir | Himalayan Mountaineering Instituite | Himalayan Zoological park | Tibetan Refugee Centre | Tezing Rock | Gombu Rock | Japanese Temple | Peace Pagoda ,moderate
bfac82cea0e0815ffc727421af3d3d5c,Chandigarh|Shimla|Chandigarh,1N Chandigarh . 3N Shimla . 1N Chandigarh,Chandigarh|Shimla|Chandigarh,Red Fox Hotel Chandigarh:4|Hotel Baljees Regency:4.2|Red Fox Hotel Chandigarh:4,13129.0, Lotus Temple | India Gate | Mall road | Pinjore Gardens | Kufri | Shimla Church | Scandal point | Gaeity Theatre | Townhall ,cool
ff6ba656549f21f6e8ea2bbb53f6152f,Srinagar,3N Srinagar,Srinagar,California Group of Houseboats:3.6,12857.5, Dal Lake | Mughal Gardens | Cheshma Shahi | Nishat Bagh | Shalimar Garden | Shankaracharya Temple | Dal Lake | Gondola Point ,moderate
d9baad4a826dd7cd7f19a61ea9fd82ef,Udaipur|Jodhpur,3N Udaipur . 2N Jodhpur,Udaipur|Jodhpur,The Ananta:4.4|Indana Palace Jodhpur:4.4,20135.5, Fateh Sagar Lake | Saheliyon ki Bari | Sajjangarh Palace | Jaswant Thada ,hot
9429f757c7ef07a64e00e6beea8f620d,Goa,3N Goa,Goa,Santana Beach Resort:4.5,9172.5, Ahmedabad to Goa Bus Ticket with Private Transfer to North Goa Hotels - MMT | Night-out in Goa - For North Goa Clients | Goa to Ahmedabad Bus Ticket with Private Transfer from North Goa Hotels - MMT ,hot
ad06c7bf0a9ce3e52309b1a0146b7871,Srinagar,2N Srinagar,Srinagar,The Pride Inn:4.2,8740.0, Dal Lake | Gondola Point ,moderate
0b2d168e8bde9a39c7418106a7ef9fc2,Goa,3N Goa,Goa,"AMARA GRAND BAGA, GOA- MMT Holidays Special:",8550.5, Mumbai to Goa Bus Ticket with Private Transfer to South Goa Hotels - MMT | South Goa Hop-On Hop-Off (HOHO) Tour (1 Day Pass without transfers) - MMT | Goa to Mumbai Bus Ticket with Private Transfer from South Goa Hotels - MMT ,hot
b6f310825da1f5c346cf290ea643a6e9,Shimla|Manali,2N Shimla . 3N Manali,Shimla|Manali,Kyriad Hotel Shimla (A unit of Hotel C K Int.):3.5|Snow Valley Resorts:4.4,10426.5, Himachal - Convenience Value Pack - Sedan - MMT | Kufri | Himalayan Zoo | Indira Bunglow | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Shimla Church | Mall road | Solang Valley ,cool
e24a6f25134c01d44494d624c1c6df80,Manali|Shimla,3N Manali . 2N Shimla,Manali|Shimla,"Solang Valley Resort:3.8|Clarkes Hotel, A grand heritage hotel since 1898:4.8",21003.0, Mall road | Pandoh Dam | Himachal - Convenience Value Pack - Sedan - MMT | Hadimba Temple | Tibetan Monastery | Vashishth Kund | Solang Valley | Pandoh Dam ,cool
47f15307758aec8268c71274e97ab9d2,Jaipur,3N Jaipur,Jaipur,Leisure Inn Grand Chanakya:4,15474.5, Hawa Mahal | City Palace | Jantar Mantar | Amer Fort | Motorcycle Tour to Sambhar Lake with Lunch at Fort Sawarda | Ticket to Light and Sound Show at Amer Fort - MMT | Guided Jeep Safari to Kanota Lake with Lunch - MMT ,hot
c272351bd505e78e956e1211851543bb,Jodhpur|Udaipur,2N Jodhpur . 2N Udaipur,Jodhpur|Udaipur,Shree Ram International:3.8|Hotel Horizon:3.7,12930.5, Umaid Bhawan Palace | Jaswant Thada | Mehrangarh Fort | Ranakpur Jain Temples | City Palace | Saheliyon ki Bari ,hot
4bfe58f5c24479c828482b2b07138619,Udaipur,3N Udaipur,Udaipur,Hotel Horizon:3.7,10877.5, Lake Pichola | Jag Mandir Palace | Saheliyon ki Bari | City Palace | Heritage Walk ,hot
9f0509f993a41fc7bff777fc8074d4cd,Gangtok|Darjeeling,3N Gangtok . 2N Darjeeling,Gangtok|Darjeeling,Mount Himalayan Hotel & Spa-MMT Holidays Special:3.9|Udaan Hotel Zambala Retreat:,22186.0, Changu Lake - Excursion | Baba Mandir | Rumtek Monastery | Do Drul | Namgayal Institute of Tibetology | Flower Exhibition | Directorate of Handicrafts and Handloom ,moderate
ec0eaa8a90826e650188f45263598943,Manali|Chandigarh,3N Manali . 1N Chandigarh,Manali|Chandigarh,Snow Valley Resorts:4.4|Hotel 6 Chandigarh Zirakpur(Medallion):4,19167.5, Pandoh Dam | Hadimba Temple | Tibetan Monastery | Vashishth Kund | Solang Valley | Rock Garden | Rose Garden ,cool
8d752400fdf27598be0b6416c1b61a96,Gangtok|Darjeeling,2N Gangtok . 2N Darjeeling,Gangtok|Darjeeling,Summit Denzong Hotel & Spa:4.1|Mayfair Hotel:4.7,28183.5, Changu Lake - Excursion | Baba Mandir | Tashi View Point | Flower Exhibition | Do Drul | Namgayal Institute of Tibetology | Bhakthang Waterfall | Directorate of Handicrafts and Handloom | Tiger Hill | Ghoom Monastery | Batasia Loop | Himalayan Mountaineering Instituite | Himalayan Zoological park | Tibetan Refugee Centre | Tezing Rock | Gombu Rock | Happy valley Tea Estate | Japanese Temple | Peace Pagoda ,moderate
9da1cc2ac43560773238b957dbb01137,Udaipur|Jodhpur,2N Udaipur . 2N Jodhpur,Udaipur|Jodhpur,The Ananta:4.4|Indana Palace Jodhpur:4.3,14048.0, Lake Pichola | Saheliyon ki Bari | City Palace | Sajjangarh Palace | Mehrangarh Fort | Jaswant Thada | Umaid Bhawan Palace | Osian ,hot
13273165211cec90afe83197e7bf347a,Dharamshala,3N Dharamshala,Dharamshala,Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9,19937.5, Dalai Lama temple | Bhagsu falls | Church of St. John | War Memorial | Kangra Art Museum | Cricket Stadium | Norbulingka Institute | Kangra Art Museum ,cool
675324c0a1435e27539361ee9c8c8b38,Shimla,2N Shimla,Shimla,The Oberoi Cecil:4.7,15452.5, Viceregal Lodge | Mall road | Kufri ,cool
cee68ac43f3ad7ba0dc574044a313be2,Darjeeling|Gangtok,2N Darjeeling . 2N Gangtok,Darjeeling|Gangtok,Mayfair Hotel:4.6|The Elgin Nor-Khill Hotel:4.3,29103.5, North East - Experience Value Pack -Mini Car | Tiger Hill | Himalayan Mountaineering Instituite | Himalayan Zoological park | Tibetan Refugee Centre | Tezing Rock | Gombu Rock | Japanese Temple | Peace Pagoda | Directorate of Handicrafts and Handloom | Do Drul | Namgayal Institute of Tibetology | Flower Exhibition | Directorate of Handicrafts and Handloom | Personal Photoshoot in Gangtok | Changu Lake - Excursion | Baba Mandir ,moderate
6b17c1a504ca6c16c5e010501fe864b0,Shimla|Manali|Dharamshala|Chandigarh,2N Shimla . 3N Manali . 2N Dharamshala . 1N Chandigarh,Shimla|Manali|Dharamshala|Chandigarh,Hotel Baljees Regency:4.2|Hotel Vintage:4|Hotel The Vaikunth:3.9|Red Fox Hotel Chandigarh:4,19887.5, Kufri | Viceregal Lodge | Mall road | Pandoh Dam | Vashishth Kund | Hadimba Temple | Tibetan Monastery ,cool
4baecba089cb4db063f08d6123e05617,Udaipur,2N Udaipur,Udaipur,Hotel Yois Udaipur - MMT Holidays Special:,7881.5, Lake Pichola | Jag Mandir Palace | Convenience Value Pack for Sedan - MMT | Sajjangarh Palace ,hot
e22cb753bbcbc2b1ec629960fbac99fb,Shillong|Guwahati,3N Shillong . 1N Guwahati,Shillong|Guwahati,M Crown Hotel Shillong:3.7|Kiranshree Grand:4.5,18883.5, WardÛªs Lake | Botanical Garden | Lady Hydari Park | Assam State Zoo | Assam State Museum | Shillong Peak | Golf Course | Elephant Falls | Sri Bhimeswar Panchadhara Shiva Dham | Dwadas Jyotirlinga ,moderate
a3b2c2663fca7be8dec6ef4e1ade9bfd,Shimla|Manali|Amritsar,2N Shimla . 3N Manali . 1N Amritsar,Shimla|Manali|Amritsar,The Oberoi Cecil:4.7|Larisa Resort:4.5|Hyatt Regency Amritsar:4.1,22871.5, Mall road | Kufri | Indira Bunglow | Himalayan Zoo | Mall road | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Solang Valley | Hadimba Temple | Jagatsukh | Vashishth Kund | Tibetan Monastery ,cool
dfa8c317e7deef70fc9be28772cc97e2,Jaipur,3N Jaipur,Jaipur,RAMADA JAIPUR:4.1,7756.0, Self Drive SUV for 4 days from Delhi ,hot
0b4fea3d2da83c27738e9254cf1a80ee,Udaipur,4N Udaipur,Udaipur,Hotel Yois Udaipur - MMT Holidays Special:,12774.5, Kumbhalgarh | Haldighati | Saheliyon ki Bari | City Palace | Sajjangarh Palace ,hot
55612700ac78a537749f81247daff38c,Srinagar,4N Srinagar,Srinagar,The Pride Inn:4.0,10515.0, Dal Lake | Mughal Gardens | Cheshma Shahi | Nishat Bagh | Shalimar Garden | Shankaracharya Temple | Dal Lake | Gondola Point | Avantipur Ruins ,moderate
c7a5b8f6ada27aeca580dfd96485f1f6,Goa,3N Goa,Goa,Novotel Goa Resort & Spa:4.2,19511.0, Dolphin Trip ,hot
52d0af73d59c1ac5b43e44f05d23d7e2,Manali,3N Manali,Manali,Solang Valley Resort:3.8,13067.0, Fishing in River Beas (With Transfers) | Bus Tickets from Delhi to Manali | Half day local sight seeing of Manali in Alto | Half day Solang Valley tour in Alto | Bus from Manali to Delhi ,cool
28bbf68bfd1d30b693a3b258baed76fb,Manali,3N Manali,Manali,Manuallaya The Resort Spa in the Himalayas:4.5,11004.5, Vashishth Kund | Hadimba Temple | Tibetan Monastery | Picnic with a view in Manali - MMT | Solang Valley ,cool
4bf6f2503276c973eed68ba66959ad40,Goa,3N Goa,Goa,"AMARA GRAND BAGA, GOA- MMT Holidays Special:",10985.5, South Goa Sightseeing by an MUV - For South Goa Hotels - MMT ,hot
8f7b47eafd50a769f3fec23e2c6b0834,Srinagar,2N Srinagar,Srinagar,California Group of Houseboats:3.6,9584.0, Dal Lake | Gondola Point ,moderate
54a404bb80e96ab767d0c0cec614888c,Udaipur|Jaipur,3N Udaipur . 3N Jaipur,Udaipur|Jaipur,Ramada Udaipur Resort & Spa:4.3|The Raj Palace:3.8,33470.0, Kumbhalgarh | Haldighati | Saheliyon ki Bari | Sajjangarh Palace | Amer Fort | Albert Hall Museum ,hot
2e120326bf287f960ba0eedcfec7f2d2,Udaipur,2N Udaipur,Udaipur,Swaroop Vilas:3.8,10895.0, Lake Pichola | Jag Mandir Palace | High Tea at the Sunset Terrace of the Fateh Prakash Palace - MMT | Sajjangarh Palace ,hot
0d3ca1bd63f2770d3b98b5610b9bbf05,Shimla|Manali|Chandigarh,3N Shimla . 3N Manali . 1N Chandigarh,Shimla|Manali|Chandigarh,The Oberoi Cecil:5.0|Larisa Resort:4.5|Ramada Plaza Chandigarh:4.0,35688.0, Mall road | Pinjore Gardens | Kufri | Indira Bunglow | Himalayan Zoo | Mall road | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Pandoh Dam | Solang Valley ,cool
217541a92d7a4bd0e0a8e6a5341bbad3,Darjeeling|Gangtok,1N Darjeeling . 2N Gangtok,Darjeeling|Gangtok,"Omega Residency:4|Summit Namnang Courtyard & Spa, Gangtok-MMT Holidays Special:",18173.5, Tiger Hill | Himalayan Mountaineering Instituite | Himalayan Zoological park | Tibetan Refugee Centre | Tezing Rock | Gombu Rock | Happy valley Tea Estate | Japanese Temple | Peace Pagoda | Changu Lake - Excursion | Baba Mandir ,moderate
93e6321617b16ad18967b7642419f68e,Dharamshala,3N Dharamshala,Dharamshala,Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9,15460.0, Dalai Lama temple | Bhagsu falls | Church of St. John | War Memorial | Kangra Art Museum | Cricket Stadium | Norbulingka Institute | Kangra Art Museum ,cool
eae4fc02914552ef00355af3388f3ce1,Goa,3N Goa,Goa,La Vie Woods (No Stags Allowed):4,7752.0, Visit to Elephant Village (With Transfers and Lunch) For guests staying in North Goa only - MMT ,hot
9413df3b3377f2940d24137020d9b5b6,Manali,3N Manali,Manali,Larisa Resort:4.6,16336.5, Vashishth Kund | Hadimba Temple | Tibetan Monastery | Personal Photoshoot in Manali | Solang Valley ,cool
a45a0b647475f208a5e4a22cb8ba020e,Darjeeling|Gangtok,2N Darjeeling . 3N Gangtok,Darjeeling|Gangtok,"Summit Swiss Heritage Hotel & Spa:4.1|Summit Namnang Courtyard & Spa, Gangtok-MMT Holidays Special:",22072.5, Tiger Hill | Himalayan Mountaineering Instituite | Himalayan Zoological park | Tibetan Refugee Centre | Tezing Rock | Gombu Rock | Japanese Temple | Peace Pagoda | Happy valley Tea Estate | Toy Train Ride in Darjeeling | Tashi View Point | Ganesh Tok | Flower Exhibition | Do Drul | Namgayal Institute of Tibetology | Rumtek Monastery | Directorate of Handicrafts and Handloom ,moderate
14d16c1b5b69e5ab62c1548a6e6e87ae,Darjeeling|Gangtok,4N Darjeeling . 2N Gangtok,Darjeeling|Gangtok,Ramada by Wyndham Darjeeling Gandhi Road:4.4|Mayfair Spa Resort & Casino:4.5,29622.0, Tiger Hill | Himalayan Mountaineering Instituite | Himalayan Zoological park | Tibetan Refugee Centre | Tezing Rock | Gombu Rock | Japanese Temple | Peace Pagoda | Mirik | Pashupati Market | Tashi View Point | Ganesh Tok | Flower Exhibition | Do Drul | Namgayal Institute of Tibetology | Directorate of Handicrafts and Handloom | Bhakthang Waterfall ,moderate
46b046dcaf82a6af296bde59184247b4,Goa,3N Goa,Goa,DoubleTree by Hilton Hotel Goa-Arpora- Baga:3.9,14651.0, Dudhsagar Trip - For North Goa Hotels - WagonR/Similar ,hot
779fe0068feaebbcf3466510d0c2ddc9,Shimla|Manali|Chandigarh,2N Shimla . 4N Manali . 1N Chandigarh,Shimla|Manali|Chandigarh,The Oberoi Cecil:4.8|Larisa Resort:4.6|Ramada Plaza Chandigarh:4,36141.0, Kufri | Himalayan Zoo | Naldhera | Viceregal Lodge | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Mall road | Pandoh Dam | Solang Valley | Manikaran ,cool
c5050856fe693cf6061009207ea2d112,Jaipur,2N Jaipur,Jaipur,Lemon Tree Premier Jaipur:4.4,8749.0, Hawa Mahal | City Palace | Jantar Mantar | Amer Fort ,hot
86e0595f7fb9596e7a010007f925ddee,Udaipur,2N Udaipur,Udaipur,Swaroop Vilas:3.8,12350.5, Lake Pichola | Jag Mandir Palace | Private Sunset Boat Ride at Lake Pichola - MMT | Sajjangarh Palace ,hot
0cba95b39e5724f6786d82141304fda7,Nainital,2N Nainital,Nainital,Vikram Vintage Inn:4.1,10913.0, Naina devi Temple | Mall road | Naini Lake | Nainital Zoo | Eco Cave Garden ,cool
1e976a19ab008ce1a0ac2141c846cce1,Shimla|Manali|Amritsar,2N Shimla . 3N Manali . 1N Amritsar,Shimla|Manali|Amritsar,The Oberoi Cecil:4.7|Solang Valley Resort:3.8|Hyatt Regency Amritsar:4.1,28082.0, Mall road | Kufri | Himalayan Zoo | Mall road | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Indira Tourist Park | Solang Valley | Hadimba Temple | Jagatsukh | Tibetan Monastery | Vashishth Kund ,cool
63dd122809582af73fa0bd9262de9544,Goa,4N Goa,Goa,Novotel Goa Resort & Spa:4.1,13327.0, North Goa Sightseeing by an MUV - For North Goa Hotels - MMT | South Goa Sightseeing by an MUV - For North Goa Hotels - MMT ,hot
c81f15aeb885ada01161dbe7f5775c57,Goa,3N Goa,Goa,"AMARA GRAND BAGA, GOA- MMT Holidays Special:",11285.0, Cooking Lessons by Home Chef Aditi Malhotra (With Transfers) - MMT ,hot
557fd70b1e89ed01af857cb7840cac69,Udaipur,3N Udaipur,Udaipur,The Ananta:4.4,8881.5, Self Drive SUV for 4 days from Ahmedabad ,hot
0058741c0cf1c2654a85d204a5e8582b,Goa,2N Goa,Goa,SinQ - The Party Hotel (No Stags Allowed):4.1,15516.0, One Hour Luxury Yacht ride (with Transfers and Refreshments) ,hot
1d76979a0e0ae34b4cea2739dc1d8554,Jaipur,2N Jaipur,Jaipur,The Oberoi Rajvilas:4.6,43799.5, Hawa Mahal | City Palace | Jantar Mantar | Amer Fort ,hot
e3ce3826e52db2e463243fdbff02ca12,Srinagar,2N Srinagar,Srinagar,The Pride Inn:4.2,8467.0, Dal Lake | Gondola Point ,moderate
5a2ca35a9338a9211665e2661c768afa,Shimla,4N Shimla,Shimla,Summit Thistle Villa Resort & Spa:4.3,13817.5, Kufri | Mall road | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Naldhera | Mashobra | India Gate | Lotus Temple | ISKCON Temple ,cool
458d76e4f81c0b3b0168a19594112af4,Agra|Jaipur,1N Agra . 2N Jaipur,Agra|Jaipur,Taj Hotel & Convention Centre Agra:4.3|Radisson Blu Jaipur:4.2,18935.0, Taj Mahal | Agra fort | Amer Fort | City Palace | Jantar Mantar ,hot
57a01bf450219ab3655d3c903aaf3fdc,Gangtok|Darjeeling,3N Gangtok . 2N Darjeeling,Gangtok|Darjeeling,Mayfair Spa Resort & Casino:4.5|R.J Resorts Ltd.:3.9,52425.0, Changu Lake - Excursion | Baba Mandir | Rumtek Monastery | Do Drul | Namgayal Institute of Tibetology | Flower Exhibition | Directorate of Handicrafts and Handloom ,moderate
0805f0da3f0598e57d075c726267621b,Manali|Shimla,3N Manali . 2N Shimla,Manali|Shimla,Snow Valley Resorts:4.4|Kyriad Hotel Shimla (A unit of Hotel C K Int.):3.5,12400.0, Mall road | Pandoh Dam | Himachal - Convenience Value Pack - Sedan - MMT | Hadimba Temple | Tibetan Monastery | Vashishth Kund | Solang Valley | Pandoh Dam ,cool
601fc79521460ab1e9d13ae1b6564ccd,Goa,3N Goa,Goa,Novotel Goa Resort & Spa:4.2,13710.5, Romantic Experiences for Couples from North Goa Hotels (With Transfers) ,hot
0a3ad4dfcf8a08fd5c56034937ab554f,Gangtok|Darjeeling,2N Gangtok . 2N Darjeeling,Gangtok|Darjeeling,Lemon Tree Hotel  Gangtok:4.3|Ramada by Wyndham Darjeeling Gandhi Road:4.4,26773.0, Changu Lake - Excursion | Baba Mandir | Tashi View Point | Flower Exhibition | Do Drul | Namgayal Institute of Tibetology | Bhakthang Waterfall | Directorate of Handicrafts and Handloom | Tiger Hill | Ghoom Monastery | Batasia Loop | Himalayan Mountaineering Instituite | Himalayan Zoological park | Tibetan Refugee Centre | Tezing Rock | Gombu Rock | Happy valley Tea Estate | Japanese Temple | Peace Pagoda ,moderate
6c7568d15abbfaf56e33d3563386ede8,Dharamshala,3N Dharamshala,Dharamshala,Little Mastiff Dharamshala - Unit Of Pong View Hotel:3.9,24176.5, Dalai Lama temple | Bhagsu falls | Church of St. John | War Memorial | Kangra Art Museum | Cricket Stadium | Norbulingka Institute | Kangra Art Museum ,cool
ca3fd967e870abe18073800b7ef9d322,Guwahati,3N Guwahati,Guwahati,Hotel Raj Mahal (Pure Veg):3.8,13029.5, Kamakhya Temple | Navagraha Temples | Umananda Temple | Purva Tirupati Shri Balaji temple | Assam State Zoo | Delectable Punjabi Lunch by Talented Home Chef Bela Awasthi in Guwahati - MMT | Sualkuchi Excursion | Hajo ,moderate
8ae56820941bb30bafae21412228a9f8,Udaipur,4N Udaipur,Udaipur,Hotel Yois Udaipur - MMT Holidays Special:,13550.5, Kumbhalgarh | Haldighati | Saheliyon ki Bari | City Palace | Sajjangarh Palace ,hot
aef34a60d4044c4f164e0fe5bf055c41,Darjeeling,4N Darjeeling,Darjeeling,Hotel Seven Seas:,17828.0, Tiger Hill | Ghoom Monastery | Batasia Loop | Himalayan Mountaineering Instituite | Himalayan Zoological park | Tibetan Refugee Centre | Tezing Rock | Gombu Rock | Happy valley Tea Estate | Japanese Temple | Peace Pagoda | Mirik | Rock Garden ,moderate
409c88af349b512c4eb4a19c82732b03,Manali|Chandigarh,3N Manali . 1N Chandigarh,Manali|Chandigarh,Solang Valley Resort:3.8|Ramada Plaza Chandigarh:4,17942.5, Pandoh Dam | Vashishth Kund | Hadimba Temple | Tibetan Monastery | Solang Valley ,cool
cb067e839cb7bad94cd44e4b1f14d029,Udaipur,3N Udaipur,Udaipur,The Ananta:4.4,16292.0, Convenience Value Pack for Sedan - MMT | Boat Ride to Jag Mandir Palace - MMT | High Tea at the Sunset Terrace of the Fateh Prakash Palace - MMT ,hot
fa134eac4747624d2bd8147b234d7b75,Udaipur|Jodhpur,2N Udaipur . 1N Jodhpur,Udaipur|Jodhpur,The Ananta:4.4|Indana Palace Jodhpur:4.3,8847.5, Lake Pichola | Jag Mandir Palace | Saheliyon ki Bari | Vintage Car Museum | City Palace | Crystal Gallery | Maharana Pratap Smarak | Mehrangarh Fort | Jaswant Thada ,hot
976e692209cc638c2dfa146ee70bde74,Guwahati|Shillong|Guwahati,1N Guwahati . 2N Shillong . 1N Guwahati,Guwahati|Shillong|Guwahati,Hotel Dynasty:3.7|M Crown Hotel Shillong:3.8|Hotel Dynasty:3.7,21931.5, Umiam Lake | Boating on Umiam Lake (With Transfers) ,moderate
252976a0677daf1c4f237da11d6046a5,Shimla|Manali|Dharamshala|Chandigarh,2N Shimla . 3N Manali . 2N Dharamshala . 1N Chandigarh,Shimla|Manali|Dharamshala|Chandigarh,Hotel Baljees Regency:4.2|Hotel Vintage:4|Hotel BobsnBarley:3.6|Red Fox Hotel Chandigarh:4,18362.5, Mall road | Pinjore Gardens | Kufri | Indira Bunglow | Himalayan Zoo | Mall road | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Pandoh Dam | Jakhoo Temple | Mall road | Vashishth Kund | Hadimba Temple | Solang Valley ,cool
16b327402754d0488730512c8a94999b,Goa,2N Goa,Goa,HARD ROCK HOTEL GOA:4.2,10070.0, One Hour Luxury Yacht ride (with Transfers and Refreshments) ,hot
eae399d469041c3a881cdd0137431f8d,Shimla|Manali|Chandigarh,2N Shimla . 3N Manali . 1N Chandigarh,Shimla|Manali|Chandigarh,"Clarkes Hotel, A grand heritage hotel since 1898:4.8|Larisa Resort:4.6|Ramada Plaza Chandigarh:4",22907.5, Mall road | Kufri | Annadale | Viceregal Lodge | Mall road | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Hadimba Temple | Jagatsukh | Vashishth Kund | Tibetan Monastery | Solang Valley | Romantic Open Air Lunch by River Beas ,cool
45207e33a377098108f50288ee6719c0,Manali|Chandigarh,2N Manali . 1N Chandigarh,Manali|Chandigarh,Solang Valley Resort:3.8|Ramada Plaza Chandigarh:4,11341.5, Pandoh Dam | Hadimba Temple | Tibetan Monastery | Vanvihar | Mall road | Vashishth Kund | Manikaran | Solang Valley ,cool
a10f5e923369402756d087b1ee88ebe5,Goa,4N Goa,Goa,Novotel Goa Resort & Spa:4.1,19617.0, Goa - Convenience Value Pack - MMT | Romantic Experiences for Couples from South Goa Hotels (With Transfers) | MMT - Candid Photographer in Goa ,hot
96f20ccef9772b5f90baf40d45d361b2,Shimla,3N Shimla,Shimla,Kyriad Hotel Shimla (A unit of Hotel C K Int.):,8629.0, Personal Photoshoot in Shimla | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Kufri | Indira Bunglow | Himalayan Zoo | Naldhera | Mall road | Scandal point | Shimla Church | Gaeity Theatre | Townhall ,cool
bc04289e242ab8b5dd7bcf7b888a610e,Manali,3N Manali,Manali,Snow Valley Resorts:4.4,11186.0, Vashishth Kund | Hadimba Temple | Tibetan Monastery | Personal Photoshoot in Manali | Solang Valley ,cool
b4501b6c84c9ea33d0c619734d1b6088,Udaipur,2N Udaipur,Udaipur,Hotel Horizon:3.7,6327.5, Private Sunset Boat Ride at Lake Pichola - MMT ,hot
d9df3d2745b917990e3fd9baa951bc97,Udaipur,2N Udaipur,Udaipur,The Ananta:4.4,6156.0, Lake Pichola | Jag Mandir Palace | Return Volvo Tickets ex Indore | Sajjangarh Palace ,hot
bf953f91e8784e160769bf7150a10e79,Shillong,3N Shillong,Shillong,M Crown Hotel Shillong:3.8,18717.0," Umiam Lake | Christian Cathedral | WardÛªs Lake | Elephant Falls | Shillong Peak | Seven Sister Falls | Thankarang Park | Ka Khoh Ramhah | Mawsmai Falls,Cherrapunji | Mawsmai Cave, Cherrapunji | Nohkalikai Waterfalls, Cherrapunji | Kynrem Falls ",moderate
e9c7bf693d7e8f9c55cc3f18cacf8d8e,Goa,4N Goa,Goa,Grand Hyatt Goa:4.5,27607.0, Goa - Convenience Value Pack - MMT | Romantic Experiences for Couples from South Goa Hotels (With Transfers) | MMT - Candid Photographer in Goa ,hot
1efaf68e0cc4accb2bd91530a93f8488,Shimla|Manali|Chandigarh,2N Shimla . 4N Manali . 1N Chandigarh,Shimla|Manali|Chandigarh,"Clarkes Hotel, A grand heritage hotel since 1898:4.8|Larisa Resort:4.5|Ramada Plaza Chandigarh:4",25030.0, Kufri | Himalayan Zoo | Naldhera | Viceregal Lodge | Shimla Church | Scandal point | Gaeity Theatre | Townhall | Mall road | Pandoh Dam | Solang Valley | Manikaran ,cool
3ed6c6298c92cb3c79459848190626f8,Guwahati|Shillong,1N Guwahati . 3N Shillong,Guwahati|Shillong,Hotel Raj Mahal (Pure Veg):3.8|M Crown Hotel Shillong:3.7,16971.0, Umiam Lake ,moderate
1dd02cac6cc9aac4ba3d4dd99ce9702a,Shillong|Guwahati,2N Shillong . 2N Guwahati,Shillong|Guwahati,HOTEL GATEWAY SHILLONG:3.5|Hotel Rains Inn:3.9,18169.0, Umiam Lake ,moderate
0e296e66257a280478631578b9bea5f5,Jaipur|Jodhpur|Udaipur,2N Jaipur . 1N Jodhpur . 2N Udaipur,Jaipur|Jodhpur|Udaipur,RAMADA JAIPUR:4.1|Indana Palace Jodhpur:4.4|Ramada Udaipur Resort & Spa:4.3,18836.0, City Palace | Hawa Mahal | Jantar Mantar | Amer Fort | Mehrangarh Fort | Jaswant Thada | Ranakpur Jain Temples ,hot
cf48d08841e8b03664cc6038fee456f9,Darjeeling|Gangtok,3N Darjeeling . 3N Gangtok,Darjeeling|Gangtok,R.J Resorts Ltd.:3.9|Mayfair Spa Resort & Casino:4.5,34044.5, Tiger Hill | Ghoom Monastery | Batasia Loop | Himalayan Mountaineering Instituite | Himalayan Zoological park | Tibetan Refugee Centre | Tezing Rock | Gombu Rock | Happy valley Tea Estate | Japanese Temple | Peace Pagoda | Mirik | Pashupati Market | Changu Lake - Excursion | Baba Mandir ,moderate
